id,country_id:id,state_id:id,name
city_id_sb_td,base.id,base.state_id_sb,"Kab. Tanah Datar"
city_id_sb_pp,base.id,base.state_id_sb,"Kab. Padang Pariaman"
city_id_sb_ag,base.id,base.state_id_sb,"Kab. Agam"
city_id_sb_pk,base.id,base.state_id_sb,"Kab. Lima Puluh Kota"
city_id_sb_pa,base.id,base.state_id_sb,"Kab. Pasaman"
city_id_sb_km,base.id,base.state_id_sb,"Kab. Kepulauan Mentawai"
city_id_sb_dh,base.id,base.state_id_sb,"Kab. Dharmasraya"
city_id_sb_ss,base.id,base.state_id_sb,"Kab. Solok Selatan"
city_id_sb_pb,base.id,base.state_id_sb,"Kab. Pasaman Barat"
city_id_sb_pd,base.id,base.state_id_sb,"Kota Padang"
city_id_sb_sl,base.id,base.state_id_sb,"Kota Solok"
city_id_sb_sa,base.id,base.state_id_sb,"Kota Sawahlunto"
city_id_sb_pj,base.id,base.state_id_sb,"Kota Padang Panjang"
city_id_sb_bu,base.id,base.state_id_sb,"Kota Bukittinggi"
city_id_sb_py,base.id,base.state_id_sb,"Kota Payakumbuh"
city_id_sb_pr,base.id,base.state_id_sb,"Kota Pariaman"
city_id_ss_ou,base.id,base.state_id_ss,"Kab. Ogan Komering Ulu"
city_id_ss_oi,base.id,base.state_id_ss,"Kab. Ogan Komering Ilir"
city_id_ss_me,base.id,base.state_id_ss,"Kab. Muara Enim"
city_id_ss_la,base.id,base.state_id_ss,"Kab. Lahat"
city_id_ss_mr,base.id,base.state_id_ss,"Kab. Musi Rawas"
city_id_ss_mb,base.id,base.state_id_ss,"Kab. Musi Banyuasin"
city_id_ss_ba,base.id,base.state_id_ss,"Kab. Banyuasin"
city_id_ss_ot,base.id,base.state_id_ss,"Kab. Ogan Komering Ulu Timur"
city_id_ss_os,base.id,base.state_id_ss,"Kab. Ogan Komering Ulu Selatan"
city_id_ss_ol,base.id,base.state_id_ss,"Kab. Ogan Ilir"
city_id_ss_el,base.id,base.state_id_ss,"Kab. Empat Lawang"
city_id_ss_al,base.id,base.state_id_ss,"Kab. Penukal Abab Lematangilir"
city_id_ss_ru,base.id,base.state_id_ss,"Kab. Musi Rawas Utara"
city_id_ss_pl,base.id,base.state_id_ss,"Kota Palembang"
city_id_ss_pa,base.id,base.state_id_ss,"Kota Pagar Alam"
city_id_ss_ll,base.id,base.state_id_ss,"Kota Lubuk Linggau"
city_id_ss_pr,base.id,base.state_id_ss,"Kota Prabumulih"
city_id_su_tt,base.id,base.state_id_su,"Kab. Tapanuli Tengah"
city_id_su_tu,base.id,base.state_id_su,"Kab. Tapanuli Utara"
city_id_su_ts,base.id,base.state_id_su,"Kab. Tapanuli Selatan"
city_id_su_ni,base.id,base.state_id_su,"Kab. Nias"
city_id_su_la,base.id,base.state_id_su,"Kab. Langkat"
city_id_su_ka,base.id,base.state_id_su,"Kab. Karo"
city_id_su_ds,base.id,base.state_id_su,"Kab. Deli Serdang"
city_id_su_sm,base.id,base.state_id_su,"Kab. Simalungun"
city_id_su_as,base.id,base.state_id_su,"Kab. Asahan"
city_id_su_lb,base.id,base.state_id_su,"Kab. Labuhanbatu"
city_id_su_da,base.id,base.state_id_su,"Kab. Dairi"
city_id_su_ta,base.id,base.state_id_su,"Kab. Toba Samosir"
city_id_su_mn,base.id,base.state_id_su,"Kab. Mandailing Natal"
city_id_su_ns,base.id,base.state_id_su,"Kab. Nias Selatan"
city_id_su_pb,base.id,base.state_id_su,"Kab. Pakpak Bharat"
city_id_su_hh,base.id,base.state_id_su,"Kab. Humbang Hasundutan"
city_id_su_sa,base.id,base.state_id_su,"Kab. Samosir"
city_id_su_sb,base.id,base.state_id_su,"Kab. Serdang Bedagai"
city_id_su_bb,base.id,base.state_id_su,"Kab. Batu Bara"
city_id_su_pu,base.id,base.state_id_su,"Kab. Padang Lawas Utara"
city_id_su_pl,base.id,base.state_id_su,"Kab. Padang Lawas"
city_id_su_ls,base.id,base.state_id_su,"Kab. Labuhanbatu Selatan"
city_id_su_lu,base.id,base.state_id_su,"Kab. Labuhanbatu Utara"
city_id_su_nu,base.id,base.state_id_su,"Kab. Nias Utara"
city_id_su_nb,base.id,base.state_id_su,"Kab. Nias Barat"
city_id_su_me,base.id,base.state_id_su,"Kota Medan"
city_id_su_pe,base.id,base.state_id_su,"Kota Pematangsiantar"
city_id_su_si,base.id,base.state_id_su,"Kota Sibolga"
city_id_su_tb,base.id,base.state_id_su,"Kota Tanjung Balai"
city_id_su_bi,base.id,base.state_id_su,"Kota Binjai"
city_id_su_ti,base.id,base.state_id_su,"Kota Tebing Tinggi"
city_id_su_ps,base.id,base.state_id_su,"Kota Padang Sidempuan"
city_id_su_gu,base.id,base.state_id_su,"Kota Gunungsitoli"
city_id_yo_kp,base.id,base.state_id_yo,"Kab. Kulon Progo"
city_id_yo_ba,base.id,base.state_id_yo,"Kab. Bantul"
city_id_yo_gu,base.id,base.state_id_yo,"Kab. Gunungkidul"
city_id_yo_sl,base.id,base.state_id_yo,"Kab. Sleman"
city_id_yo_yo,base.id,base.state_id_yo,"Kota Yogyakarta"
